experimentNumber initConf partConf #F 	 #T 	 Tr 	 Lr 	 STEP1_solution_found 	 STEP2_solution_found 
1 1 1 1 1 45.000000 45.000000 1 0
2 1 2 1 1 45.000000 45.000000 1 0
3 1 3 1 1 1.818986 0.777778 1 1
4 2 1 1 2 45.000000 45.000000 1 0
5 2 2 0 0 45.000000 45.000000 0 0
6 2 3 1 2 45.000000 45.000000 1 0
7 3 1 1 2 45.000000 45.000000 1 0
8 3 2 0 1 45.000000 45.000000 1 0
9 3 3 1 1 2.034866 0.870968 1 1
