experimentNumber initConf partConf #F 	 #T 	 Tr 	 Lr 	 STEP1_solution_found 	 STEP2_solution_found 
1 1 1 0 0 2.023262 1.000000 1 1
1 1 2 1 1 6.061084 1.129032 1 1
1 1 2 1 1 5.640190 1.129032 1 1
2 1 3 0 1 1.958843 0.956522 1 1
3 2 1 0 0 2.138334 1.000000 1 1
4 2 2 1 1 10.189608 1.923077 1 1
5 2 3 0 1 1.251432 0.480000 1 1
6 3 1 0 0 2.018276 1.000000 1 1
7 3 2 1 2 5.786356 1.500000 1 1
8 3 3 0 2 1.463652 0.518519 1 1
